Thick dike (pole-pole, pole-dipole, dipole-dipole)
   5.00
 11
0
Type of measurement (0=app. resistivity,1=resistance)
 0
5477
1
0
3   185.0000,0.0    155.0000,0.0    140.0000,0.0     430.5487
3   190.0000,0.0    160.0000,0.0    145.0000,0.0     557.5143
3   195.0000,0.0    165.0000,0.0    150.0000,0.0     656.1602
3   200.0000,0.0    170.0000,0.0    155.0000,0.0     701.2079
3   205.0000,0.0    175.0000,0.0    160.0000,0.0     701.9288
3   210.0000,0.0    180.0000,0.0    165.0000,0.0     686.4667
3   215.0000,0.0    185.0000,0.0    170.0000,0.0     670.1805
3   220.0000,0.0    190.0000,0.0    175.0000,0.0     656.6219
3   225.0000,0.0    195.0000,0.0    180.0000,0.0     645.8553
3   230.0000,0.0    200.0000,0.0    185.0000,0.0     637.3351
3   235.0000,0.0    205.0000,0.0    190.0000,0.0     630.5385
3   240.0000,0.0    210.0000,0.0    195.0000,0.0     625.0588
3   245.0000,0.0    215.0000,0.0    200.0000,0.0     620.5926
3   250.0000,0.0    220.0000,0.0    205.0000,0.0     616.9136
3   255.0000,0.0    225.0000,0.0    210.0000,0.0     613.8515
3   260.0000,0.0    230.0000,0.0    215.0000,0.0     611.2762
3   265.0000,0.0    235.0000,0.0    220.0000,0.0     609.0858
3   270.0000,0.0    240.0000,0.0    225.0000,0.0     607.1980
3   275.0000,0.0    245.0000,0.0    230.0000,0.0     605.5430
3   280.0000,0.0    250.0000,0.0    235.0000,0.0     604.0562
3   285.0000,0.0    255.0000,0.0    240.0000,0.0     602.6683
3   290.0000,0.0    260.0000,0.0    245.0000,0.0     601.2866
3   295.0000,0.0    265.0000,0.0    250.0000,0.0     599.7465
3    60.0000,0.0     30.0000,0.0      0.0000,0.0     600.8933
3    65.0000,0.0     35.0000,0.0      5.0000,0.0     598.5979
3    70.0000,0.0     40.0000,0.0     10.0000,0.0     595.9985
3    75.0000,0.0     45.0000,0.0     15.0000,0.0     592.9965
3    80.0000,0.0     50.0000,0.0     20.0000,0.0     589.4769
3    85.0000,0.0     55.0000,0.0     25.0000,0.0     585.2969
3    90.0000,0.0     60.0000,0.0     30.0000,0.0     580.2734
3    95.0000,0.0     65.0000,0.0     35.0000,0.0     574.1641
3   100.0000,0.0     70.0000,0.0     40.0000,0.0     566.6403
3   105.0000,0.0     75.0000,0.0     45.0000,0.0     557.2467
3   110.0000,0.0     80.0000,0.0     50.0000,0.0     545.3359
3   115.0000,0.0     85.0000,0.0     55.0000,0.0     529.9677
3   120.0000,0.0     90.0000,0.0     60.0000,0.0     509.7518
3   125.0000,0.0     95.0000,0.0     65.0000,0.0     482.6461
3   130.0000,0.0    100.0000,0.0     70.0000,0.0     445.9161
3   135.0000,0.0    105.0000,0.0     75.0000,0.0     397.4627
3   140.0000,0.0    110.0000,0.0     80.0000,0.0     341.9443
3   145.0000,0.0    115.0000,0.0     85.0000,0.0     295.5597
3   150.0000,0.0    120.0000,0.0     90.0000,0.0     267.4193
3   155.0000,0.0    125.0000,0.0     95.0000,0.0     254.2275
3   160.0000,0.0    130.0000,0.0    100.0000,0.0     249.6063
3   165.0000,0.0    135.0000,0.0    105.0000,0.0     249.5336
3   170.0000,0.0    140.0000,0.0    110.0000,0.0     254.4507
3   175.0000,0.0    145.0000,0.0    115.0000,0.0     270.7866
3   180.0000,0.0    150.0000,0.0    120.0000,0.0     310.3371
3   185.0000,0.0    155.0000,0.0    125.0000,0.0     381.6071
3   190.0000,0.0    160.0000,0.0    130.0000,0.0     473.2651
3   195.0000,0.0    165.0000,0.0    135.0000,0.0     559.1390
3   200.0000,0.0    170.0000,0.0    140.0000,0.0     628.6897
3   205.0000,0.0    175.0000,0.0    145.0000,0.0     680.9135
3   210.0000,0.0    180.0000,0.0    150.0000,0.0     713.7452
3   215.0000,0.0    185.0000,0.0    155.0000,0.0     724.7894
3   220.0000,0.0    190.0000,0.0    160.0000,0.0     718.3218
3   225.0000,0.0    195.0000,0.0    165.0000,0.0     705.7396
3   230.0000,0.0    200.0000,0.0    170.0000,0.0     693.5440
3   235.0000,0.0    205.0000,0.0    175.0000,0.0     683.2548
3   240.0000,0.0    210.0000,0.0    180.0000,0.0     674.8364
3   245.0000,0.0    215.0000,0.0    185.0000,0.0     667.9630
3   250.0000,0.0    220.0000,0.0    190.0000,0.0     662.3174
3   255.0000,0.0    225.0000,0.0    195.0000,0.0     657.6414
3   260.0000,0.0    230.0000,0.0    200.0000,0.0     653.7320
3   265.0000,0.0    235.0000,0.0    205.0000,0.0     650.4305
3   270.0000,0.0    240.0000,0.0    210.0000,0.0     647.6100
3   275.0000,0.0    245.0000,0.0    215.0000,0.0     645.1660
3   280.0000,0.0    250.0000,0.0    220.0000,0.0     643.0073
3   285.0000,0.0    255.0000,0.0    225.0000,0.0     641.0447
3   290.0000,0.0    260.0000,0.0    230.0000,0.0     639.1734
3   295.0000,0.0    265.0000,0.0    235.0000,0.0     637.2325
3    50.0000,0.0     10.0000,0.0      0.0000,0.0     627.9302
3    55.0000,0.0     15.0000,0.0      5.0000,0.0     625.7769
3    60.0000,0.0     20.0000,0.0     10.0000,0.0     623.4969
3    65.0000,0.0     25.0000,0.0     15.0000,0.0     620.9818
3    70.0000,0.0     30.0000,0.0     20.0000,0.0     618.1317
3    75.0000,0.0     35.0000,0.0     25.0000,0.0     614.8404
3    80.0000,0.0     40.0000,0.0     30.0000,0.0     610.9838
3    85.0000,0.0     45.0000,0.0     35.0000,0.0     606.4080
3    90.0000,0.0     50.0000,0.0     40.0000,0.0     600.9161
3    95.0000,0.0     55.0000,0.0     45.0000,0.0     594.2482
3   100.0000,0.0     60.0000,0.0     50.0000,0.0     586.0541
3   105.0000,0.0     65.0000,0.0     55.0000,0.0     575.8514
3   110.0000,0.0     70.0000,0.0     60.0000,0.0     562.9601
3   115.0000,0.0     75.0000,0.0     65.0000,0.0     546.4023
3   120.0000,0.0     80.0000,0.0     70.0000,0.0     524.7507
3   125.0000,0.0     85.0000,0.0     75.0000,0.0     495.9445
3   130.0000,0.0     90.0000,0.0     80.0000,0.0     457.3060
3   135.0000,0.0     95.0000,0.0     85.0000,0.0     407.0059
3   140.0000,0.0    100.0000,0.0     90.0000,0.0     350.2892
3   145.0000,0.0    105.0000,0.0     95.0000,0.0     303.7089
3   150.0000,0.0    110.0000,0.0    100.0000,0.0     275.9816
3   155.0000,0.0    115.0000,0.0    105.0000,0.0     263.2403
3   160.0000,0.0    120.0000,0.0    110.0000,0.0     258.5044
3   165.0000,0.0    125.0000,0.0    115.0000,0.0     256.9976
3   170.0000,0.0    130.0000,0.0    120.0000,0.0     257.0175
3   175.0000,0.0    135.0000,0.0    125.0000,0.0     259.0508
3   180.0000,0.0    140.0000,0.0    130.0000,0.0     267.4075
3   185.0000,0.0    145.0000,0.0    135.0000,0.0     297.3456
3   190.0000,0.0    150.0000,0.0    140.0000,0.0     376.2071
3   195.0000,0.0    155.0000,0.0    145.0000,0.0     517.5309
3   200.0000,0.0    160.0000,0.0    150.0000,0.0     677.2737
3   205.0000,0.0    165.0000,0.0    155.0000,0.0     774.2534
3   210.0000,0.0    170.0000,0.0    160.0000,0.0     793.3108
3   215.0000,0.0    175.0000,0.0    165.0000,0.0     778.5001
3   220.0000,0.0    180.0000,0.0    170.0000,0.0     758.3723
3   225.0000,0.0    185.0000,0.0    175.0000,0.0     740.6003
3   230.0000,0.0    190.0000,0.0    180.0000,0.0     726.1403
3   235.0000,0.0    195.0000,0.0    185.0000,0.0     714.5386
3   240.0000,0.0    200.0000,0.0    190.0000,0.0     705.1967
3   245.0000,0.0    205.0000,0.0    195.0000,0.0     697.6111
3   250.0000,0.0    210.0000,0.0    200.0000,0.0     691.3928
3   255.0000,0.0    215.0000,0.0    205.0000,0.0     686.2451
3   260.0000,0.0    220.0000,0.0    210.0000,0.0     681.9412
3   265.0000,0.0    225.0000,0.0    215.0000,0.0     678.3057
3   270.0000,0.0    230.0000,0.0    220.0000,0.0     675.1995
3   275.0000,0.0    235.0000,0.0    225.0000,0.0     672.5089
3   280.0000,0.0    240.0000,0.0    230.0000,0.0     670.1351
3   285.0000,0.0    245.0000,0.0    235.0000,0.0     667.9840
3   290.0000,0.0    250.0000,0.0    240.0000,0.0     665.9496
3   295.0000,0.0    255.0000,0.0    245.0000,0.0     663.8821
3    60.0000,0.0     20.0000,0.0      0.0000,0.0     642.5154
3    65.0000,0.0     25.0000,0.0      5.0000,0.0     639.6417
3    70.0000,0.0     30.0000,0.0     10.0000,0.0     636.4252
3    75.0000,0.0     35.0000,0.0     15.0000,0.0     632.7437
3    80.0000,0.0     40.0000,0.0     20.0000,0.0     628.4592
3    85.0000,0.0     45.0000,0.0     25.0000,0.0     623.4055
3    90.0000,0.0     50.0000,0.0     30.0000,0.0     617.3726
3    95.0000,0.0     55.0000,0.0     35.0000,0.0     610.0875
3   100.0000,0.0     60.0000,0.0     40.0000,0.0     601.1860
3   105.0000,0.0     65.0000,0.0     45.0000,0.0     590.1715
3   110.0000,0.0     70.0000,0.0     50.0000,0.0     576.3527
3   115.0000,0.0     75.0000,0.0     55.0000,0.0     558.7475
3   120.0000,0.0     80.0000,0.0     60.0000,0.0     535.9441
3   125.0000,0.0     85.0000,0.0     65.0000,0.0     505.9406
3   130.0000,0.0     90.0000,0.0     70.0000,0.0     466.2112
3   135.0000,0.0     95.0000,0.0     75.0000,0.0     415.2392
3   140.0000,0.0    100.0000,0.0     80.0000,0.0     358.6548
3   145.0000,0.0    105.0000,0.0     85.0000,0.0     312.9243
3   150.0000,0.0    110.0000,0.0     90.0000,0.0     286.2433
3   155.0000,0.0    115.0000,0.0     95.0000,0.0     274.3261
3   160.0000,0.0    120.0000,0.0    100.0000,0.0     270.0446
3   165.0000,0.0    125.0000,0.0    105.0000,0.0     268.6793
3   170.0000,0.0    130.0000,0.0    110.0000,0.0     268.5265
3   175.0000,0.0    135.0000,0.0    115.0000,0.0     269.6732
3   180.0000,0.0    140.0000,0.0    120.0000,0.0     274.6992
3   185.0000,0.0    145.0000,0.0    125.0000,0.0     293.0511
3   190.0000,0.0    150.0000,0.0    130.0000,0.0     342.7054
3   195.0000,0.0    155.0000,0.0    135.0000,0.0     438.2789
3   200.0000,0.0    160.0000,0.0    140.0000,0.0     566.2452
3   205.0000,0.0    165.0000,0.0    145.0000,0.0     685.5516
3   210.0000,0.0    170.0000,0.0    150.0000,0.0     768.8464
3   215.0000,0.0    175.0000,0.0    155.0000,0.0     805.7501
3   220.0000,0.0    180.0000,0.0    160.0000,0.0     804.4793
3   225.0000,0.0    185.0000,0.0    165.0000,0.0     788.4379
3   230.0000,0.0    190.0000,0.0    170.0000,0.0     771.2406
3   235.0000,0.0    195.0000,0.0    175.0000,0.0     756.4014
3   240.0000,0.0    200.0000,0.0    180.0000,0.0     744.1979
3   245.0000,0.0    205.0000,0.0    185.0000,0.0     734.2344
3   250.0000,0.0    210.0000,0.0    190.0000,0.0     726.0658
3   255.0000,0.0    215.0000,0.0    195.0000,0.0     719.3179
3   260.0000,0.0    220.0000,0.0    200.0000,0.0     713.6945
3   265.0000,0.0    225.0000,0.0    205.0000,0.0     708.9634
3   270.0000,0.0    230.0000,0.0    210.0000,0.0     704.9410
3   275.0000,0.0    235.0000,0.0    215.0000,0.0     701.4789
3   280.0000,0.0    240.0000,0.0    220.0000,0.0     698.4513
3   285.0000,0.0    245.0000,0.0    225.0000,0.0     695.7440
3   290.0000,0.0    250.0000,0.0    230.0000,0.0     693.2374
3   295.0000,0.0    255.0000,0.0    235.0000,0.0     690.7789
3    60.0000,0.0     15.0000,0.0      0.0000,0.0     658.0229
3    65.0000,0.0     20.0000,0.0      5.0000,0.0     654.8769
3    70.0000,0.0     25.0000,0.0     10.0000,0.0     651.3790
3    75.0000,0.0     30.0000,0.0     15.0000,0.0     647.3948
3    80.0000,0.0     35.0000,0.0     20.0000,0.0     642.7762
3    85.0000,0.0     40.0000,0.0     25.0000,0.0     637.3469
3    90.0000,0.0     45.0000,0.0     30.0000,0.0     630.8870
3    95.0000,0.0     50.0000,0.0     35.0000,0.0     623.1121
3   100.0000,0.0     55.0000,0.0     40.0000,0.0     613.6462
3   105.0000,0.0     60.0000,0.0     45.0000,0.0     601.9806
3   110.0000,0.0     65.0000,0.0     50.0000,0.0     587.4125
3   115.0000,0.0     70.0000,0.0     55.0000,0.0     568.9542
3   120.0000,0.0     75.0000,0.0     60.0000,0.0     545.2017
3   125.0000,0.0     80.0000,0.0     65.0000,0.0     514.1946
3   130.0000,0.0     85.0000,0.0     70.0000,0.0     473.5219
3   135.0000,0.0     90.0000,0.0     75.0000,0.0     421.9160
3   140.0000,0.0     95.0000,0.0     80.0000,0.0     365.3335
3   145.0000,0.0    100.0000,0.0     85.0000,0.0     320.2071
3   150.0000,0.0    105.0000,0.0     90.0000,0.0     294.3258
3   155.0000,0.0    110.0000,0.0     95.0000,0.0     283.0546
3   160.0000,0.0    115.0000,0.0    100.0000,0.0     279.1251
3   165.0000,0.0    120.0000,0.0    105.0000,0.0     277.8354
3   170.0000,0.0    125.0000,0.0    110.0000,0.0     277.4316
3   175.0000,0.0    130.0000,0.0    115.0000,0.0     277.4963
3   180.0000,0.0    135.0000,0.0    120.0000,0.0     278.5680
3   185.0000,0.0    140.0000,0.0    125.0000,0.0     283.7240
3   190.0000,0.0    145.0000,0.0    130.0000,0.0     304.7668
3   195.0000,0.0    150.0000,0.0    135.0000,0.0     365.0969
3   200.0000,0.0    155.0000,0.0    140.0000,0.0     483.6532
3   205.0000,0.0    160.0000,0.0    145.0000,0.0     638.8829
3   210.0000,0.0    165.0000,0.0    150.0000,0.0     768.3022
3   215.0000,0.0    170.0000,0.0    155.0000,0.0     834.0070
3   220.0000,0.0    175.0000,0.0    160.0000,0.0     841.7217
3   225.0000,0.0    180.0000,0.0    165.0000,0.0     825.5082
3   230.0000,0.0    185.0000,0.0    170.0000,0.0     805.9619
3   235.0000,0.0    190.0000,0.0    175.0000,0.0     788.6875
3   240.0000,0.0    195.0000,0.0    180.0000,0.0     774.3915
3   245.0000,0.0    200.0000,0.0    185.0000,0.0     762.7039
3   250.0000,0.0    205.0000,0.0    190.0000,0.0     753.1253
3   255.0000,0.0    210.0000,0.0    195.0000,0.0     745.2211
3   260.0000,0.0    215.0000,0.0    200.0000,0.0     738.6437
3   265.0000,0.0    220.0000,0.0    205.0000,0.0     733.1199
3   270.0000,0.0    225.0000,0.0    210.0000,0.0     728.4340
3   275.0000,0.0    230.0000,0.0    215.0000,0.0     724.4121
3   280.0000,0.0    235.0000,0.0    220.0000,0.0     720.9095
3   285.0000,0.0    240.0000,0.0    225.0000,0.0     717.7974
3   290.0000,0.0    245.0000,0.0    230.0000,0.0     714.9469
3   295.0000,0.0    250.0000,0.0    235.0000,0.0     712.2045
3    60.0000,0.0     10.0000,0.0      0.0000,0.0     671.0431
3    65.0000,0.0     15.0000,0.0      5.0000,0.0     667.6315
3    70.0000,0.0     20.0000,0.0     10.0000,0.0     663.8657
3    75.0000,0.0     25.0000,0.0     15.0000,0.0     659.5988
3    80.0000,0.0     30.0000,0.0     20.0000,0.0     654.6725
3    85.0000,0.0     35.0000,0.0     25.0000,0.0     648.9017
3    90.0000,0.0     40.0000,0.0     30.0000,0.0     642.0574
3    95.0000,0.0     45.0000,0.0     35.0000,0.0     633.8465
3   100.0000,0.0     50.0000,0.0     40.0000,0.0     623.8837
3   105.0000,0.0     55.0000,0.0     45.0000,0.0     611.6517
3   110.0000,0.0     60.0000,0.0     50.0000,0.0     596.4415
3   115.0000,0.0     65.0000,0.0     55.0000,0.0     577.2654
3   120.0000,0.0     70.0000,0.0     60.0000,0.0     552.7342
3   125.0000,0.0     75.0000,0.0     65.0000,0.0     520.9348
3   130.0000,0.0     80.0000,0.0     70.0000,0.0     479.5689
3   135.0000,0.0     85.0000,0.0     75.0000,0.0     427.5893
3   140.0000,0.0     90.0000,0.0     80.0000,0.0     371.2031
3   145.0000,0.0     95.0000,0.0     85.0000,0.0     326.7475
3   150.0000,0.0    100.0000,0.0     90.0000,0.0     301.6359
3   155.0000,0.0    105.0000,0.0     95.0000,0.0     290.9550
3   160.0000,0.0    110.0000,0.0    100.0000,0.0     287.3550
3   165.0000,0.0    115.0000,0.0    105.0000,0.0     286.2018
3   170.0000,0.0    120.0000,0.0    110.0000,0.0     285.7900
3   175.0000,0.0    125.0000,0.0    115.0000,0.0     285.6068
3   180.0000,0.0    130.0000,0.0    120.0000,0.0     285.6367
3   185.0000,0.0    135.0000,0.0    125.0000,0.0     286.6096
3   190.0000,0.0    140.0000,0.0    130.0000,0.0     292.4528
3   195.0000,0.0    145.0000,0.0    135.0000,0.0     319.4010
3   200.0000,0.0    150.0000,0.0    140.0000,0.0     399.7026
3   205.0000,0.0    155.0000,0.0    145.0000,0.0     552.4990
3   210.0000,0.0    160.0000,0.0    150.0000,0.0     732.1500
3   215.0000,0.0    165.0000,0.0    155.0000,0.0     846.6252
3   220.0000,0.0    170.0000,0.0    160.0000,0.0     873.6398
3   225.0000,0.0    175.0000,0.0    165.0000,0.0     860.1943
3   230.0000,0.0    180.0000,0.0    170.0000,0.0     838.8909
3   235.0000,0.0    185.0000,0.0    175.0000,0.0     819.1956
3   240.0000,0.0    190.0000,0.0    180.0000,0.0     802.6998
3   245.0000,0.0    195.0000,0.0    185.0000,0.0     789.1692
3   250.0000,0.0    200.0000,0.0    190.0000,0.0     778.0753
3   255.0000,0.0    205.0000,0.0    195.0000,0.0     768.9272
3   260.0000,0.0    210.0000,0.0    200.0000,0.0     761.3244
3   265.0000,0.0    215.0000,0.0    205.0000,0.0     754.9500
3   270.0000,0.0    220.0000,0.0    210.0000,0.0     749.5535
3   275.0000,0.0    225.0000,0.0    215.0000,0.0     744.9341
3   280.0000,0.0    230.0000,0.0    220.0000,0.0     740.9258
3   285.0000,0.0    235.0000,0.0    225.0000,0.0     737.3840
3   290.0000,0.0    240.0000,0.0    230.0000,0.0     734.1691
3   295.0000,0.0    245.0000,0.0    235.0000,0.0     731.1241
3    75.0000,0.0     25.0000,0.0      0.0000,0.0     678.9688
3    80.0000,0.0     30.0000,0.0      5.0000,0.0     673.4116
3    85.0000,0.0     35.0000,0.0     10.0000,0.0     666.9695
3    90.0000,0.0     40.0000,0.0     15.0000,0.0     659.3973
3    95.0000,0.0     45.0000,0.0     20.0000,0.0     650.3878
3   100.0000,0.0     50.0000,0.0     25.0000,0.0     639.5445
3   105.0000,0.0     55.0000,0.0     30.0000,0.0     626.3436
3   110.0000,0.0     60.0000,0.0     35.0000,0.0     610.0790
3   115.0000,0.0     65.0000,0.0     40.0000,0.0     589.7831
3   120.0000,0.0     70.0000,0.0     45.0000,0.0     564.1219
3   125.0000,0.0     75.0000,0.0     50.0000,0.0     531.3020
3   130.0000,0.0     80.0000,0.0     55.0000,0.0     489.2605
3   135.0000,0.0     85.0000,0.0     60.0000,0.0     437.3307
3   140.0000,0.0     90.0000,0.0     65.0000,0.0     382.0173
3   145.0000,0.0     95.0000,0.0     70.0000,0.0     339.2596
3   150.0000,0.0    100.0000,0.0     75.0000,0.0     315.7253
3   155.0000,0.0    105.0000,0.0     80.0000,0.0     306.1361
3   160.0000,0.0    110.0000,0.0     85.0000,0.0     303.1161
3   165.0000,0.0    115.0000,0.0     90.0000,0.0     302.2395
3   170.0000,0.0    120.0000,0.0     95.0000,0.0     301.9728
3   175.0000,0.0    125.0000,0.0    100.0000,0.0     301.8654
3   180.0000,0.0    130.0000,0.0    105.0000,0.0     301.8416
3   185.0000,0.0    135.0000,0.0    110.0000,0.0     302.2274
3   190.0000,0.0    140.0000,0.0    115.0000,0.0     304.9671
3   195.0000,0.0    145.0000,0.0    120.0000,0.0     318.2983
3   200.0000,0.0    150.0000,0.0    125.0000,0.0     359.4871
3   205.0000,0.0    155.0000,0.0    130.0000,0.0     444.0891
3   210.0000,0.0    160.0000,0.0    135.0000,0.0     562.9220
3   215.0000,0.0    165.0000,0.0    140.0000,0.0     682.5715
3   220.0000,0.0    170.0000,0.0    145.0000,0.0     782.5339
3   225.0000,0.0    175.0000,0.0    150.0000,0.0     851.6344
3   230.0000,0.0    180.0000,0.0    155.0000,0.0     882.3729
3   235.0000,0.0    185.0000,0.0    160.0000,0.0     880.2353
3   240.0000,0.0    190.0000,0.0    165.0000,0.0     864.6224
3   245.0000,0.0    195.0000,0.0    170.0000,0.0     847.5450
3   250.0000,0.0    200.0000,0.0    175.0000,0.0     832.3828
3   255.0000,0.0    205.0000,0.0    180.0000,0.0     819.5697
3   260.0000,0.0    210.0000,0.0    185.0000,0.0     808.8481
3   265.0000,0.0    215.0000,0.0    190.0000,0.0     799.8592
3   270.0000,0.0    220.0000,0.0    195.0000,0.0     792.2756
3   275.0000,0.0    225.0000,0.0    200.0000,0.0     785.8222
3   280.0000,0.0    230.0000,0.0    205.0000,0.0     780.2701
3   285.0000,0.0    235.0000,0.0    210.0000,0.0     775.4240
3   290.0000,0.0    240.0000,0.0    215.0000,0.0     771.1066
3   295.0000,0.0    245.0000,0.0    220.0000,0.0     767.1378
3    70.0000,0.0     10.0000,0.0      0.0000,0.0     697.9131
3    75.0000,0.0     15.0000,0.0      5.0000,0.0     692.6513
3    80.0000,0.0     20.0000,0.0     10.0000,0.0     686.6882
3    85.0000,0.0     25.0000,0.0     15.0000,0.0     679.8063
3    90.0000,0.0     30.0000,0.0     20.0000,0.0     671.7491
3    95.0000,0.0     35.0000,0.0     25.0000,0.0     662.1998
3   100.0000,0.0     40.0000,0.0     30.0000,0.0     650.7533
